55	18	9	4
56	10	0	2
57	24	11	9
63	30	13	15
64	18	2	6
64	27	10	12
64	28	12	12
64	21	8	6
64	14	6	2
66	20	10	4
69	20	7	5
70	27	12	9
77	16	0	4
78	22	11	4
81	20	1	6
81	30	9	12
81	40	19	20
81	32	13	12
81	24	9	6
81	16	7	2
82	36	15	16
85	20	3	5
85	14	3	2
85	30	11	10
88	27	6	9
91	24	12	4
96	19	2	4
96	35	10	14
96	20	4	4
99	14	1	2
99	48	22	24
99	42	21	15
100	22	0	6
100	33	8	12
100	44	18	20
100	45	20	20
100	36	14	12
100	27	10	6
100	18	8	2
100	33	14	9
